2021-02-21 00:06:02,240 INFO 33553 [egg-sequelize](2ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer@gjb.com' LIMIT 1;
2021-02-21 01:02:47,320 INFO 33553 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 01:02:47,322 INFO 33553 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 01:06:05,033 INFO 33553 [egg-sequelize](0ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 01:06:05,035 INFO 33553 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 01:06:11,729 INFO 33553 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 01:06:11,731 INFO 33553 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 01:07:14,765 INFO 33553 [egg-sequelize](2ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 01:07:14,767 INFO 33553 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 01:07:31,637 INFO 33553 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 01:07:31,639 INFO 33553 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 01:07:54,904 INFO 33553 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'chy' LIMIT 1;
2021-02-21 01:07:54,905 INFO 33553 [egg-sequelize](0ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@bin.com' LIMIT 1;
2021-02-21 01:07:55,018 INFO 33553 [egg-sequelize](5ms) Executed (default): INSERT INTO `users` (`id`,`user_name`,`email`,`password_hash`,`balance`,`is_admin`,`created_at`,`updated_at`) VALUES (DEFAULT,?,?,?,?,?,?,?);
2021-02-21 01:16:33,539 INFO 33553 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer' LIMIT 1;
2021-02-21 08:36:19,576 INFO 63193 [egg-sequelize](1ms) Executed (default): SELECT 1+1 AS result
2021-02-21 08:44:22,844 INFO 63193 [egg-sequelize](3ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 08:44:22,848 INFO 63193 [egg-sequelize](2ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 09:15:12,807 INFO 63193 [egg-sequelize](2ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 09:15:12,810 INFO 63193 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 09:15:17,599 INFO 63193 [egg-sequelize](2ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 09:15:17,601 INFO 63193 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 09:15:22,674 INFO 63193 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 09:15:22,676 INFO 63193 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 09:15:27,738 INFO 63193 [egg-sequelize](2ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 09:15:27,741 INFO 63193 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 09:15:32,240 INFO 63193 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 09:15:32,242 INFO 63193 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 09:15:58,336 INFO 63193 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`user_name` = 'endaytrer0120@gmail.com' LIMIT 1;
2021-02-21 09:15:58,338 INFO 63193 [egg-sequelize](1ms) Executed (default): SELECT `id`, `user_name` AS `userName`, `email`, `phone`, `password_hash` AS `passwordHash`, `balance`, `is_admin` AS `isAdmin`, `created_at` AS `createdAt`, `updated_at` AS `updatedAt` FROM `users` AS `user` WHERE `user`.`email` = 'endaytrer0120@gmail.com' LIMIT 1;
